Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
fnJ63.16880.042	Frown	J63	Learned	s	BOD	Aristotle's eyes	Aristotle	Aristotle	ProperN	N	eyes	eyes	animate	inanimate	animate	animate	-2.070581074	1	1	71	Y
fnJ59.16111.052	Frown	J59	Learned	s	BOD	Piper's mind	Piper	Piper	ProperN	N	mind	mind	animate	inanimate	animate	animate	-1.853871964	1	1	75	Y
fnG03.00477.002	Frown	G03	Non-fiction	s	BOD	someone's back	someone	someone	CommonN	N	back	back	animate	inanimate	animate	animate	-3.301029996	1	1	83	Y
fnG05.00830.032	Frown	G05	Non-fiction	of	BOD	the blood of American patriots	American patriots	patriots	CommonN	Y	the blood	blood	inanimate	inanimate	collective	collective	-3.301029996	2	2	76	Y
fnG39.08059.072	Frown	G39	Non-fiction	of	BOD	the hands of the G.O.P.	the G.O.P.	G.O.P	ProperN	N	the hands	hands	inanimate	inanimate	collective	collective	-3.301029996	2	2	81	Y
fnG67.13830.062	Frown	G67	Non-fiction	of	BOD	the hands of Bureau personnel	Bureau personnel	personnel	CommonN	N	the hands	hands	inanimate	inanimate	collective	collective	-3.301029996	2	2	79	Y
fnG54.11176.002	Frown	G54	Non-fiction	of	BOD	the hearts of English	English	English	CommonN	N	the hearts	hearts	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	82	Y
fnG49.10060.002	Frown	G49	Non-fiction	of	BOD	the hides of the animals they had killed	the animals they had killed	animals	CommonN	N	the hides	hides	animate	inanimate	animate	animate	-3.301029996	5	2	75	Y
fnG02.00237.062	Frown	G02	Non-fiction	of	BOD	the minds of some European statesmen	some European statesmen	statesmen	CommonN	N	the minds	minds	animate	inanimate	animate	animate	-3.301029996	3	2	74	Y
fnG26.05429.002	Frown	G26	Non-fiction	of	BOD	the mouths of her gulls	her gulls	gulls	CommonN	Y	the mouths	mouths	animate	inanimate	animate	animate	-3.301029996	2	2	76	Y
fnG54.11187.002	Frown	G54	Non-fiction	of	BOD	the shoulders of giants	giants	giants	CommonN	Y	the shoulders	shoulders	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	76	Y
fnG05.00852.002	Frown	G05	Non-fiction	s	BOD	a wounded friend's entrails	a wounded friend	friend	CommonN	N	entrails	entrails	animate	inanimate	animate	animate	-3	3	1	76	Y
fnG49.10064.072	Frown	G49	Non-fiction	of	BOD	the hides of the deer	the deer	deer	CommonN	N	the hides	hides	animate	inanimate	animate	animate	-3	2	2	76	Y
fnG49.10190.052	Frown	G49	Non-fiction	of	BOD	the eyes of Shawnee chiefs	Shawnee chiefs	chiefs	CommonN	Y	the eyes	eyes	animate	inanimate	animate	animate	-2.698970004	2	2	78	Y
fnG26.05318.082	Frown	G26	Non-fiction	s	BOD	each other's nostrils	each other	other	CommonN	N	nostrils	nostrils	animate	inanimate	animate	animate	-2.602059991	2	1	77	Y
fnG05.00963.072	Frown	G05	Non-fiction	s	BOD	the artist's hand	the artist	artist	CommonN	N	hand	hand	animate	inanimate	animate	animate	-2.455931956	2	1	77	Y
fnG07.01326.002	Frown	G07	Non-fiction	of	BOD	the new face of homeopathy	homeopathy	homeopathy	CommonN	N	the new face	face	inanimate	inanimate	inanimate	inanimate	-2.346787486	1	3	83	Y
fnG39.08051.132	Frown	G39	Non-fiction	s	BOD	the old man's face	the old man	man	CommonN	N	face	face	animate	inanimate	animate	animate	-2.187086643	3	1	66	Y
fnG39.08102.002	Frown	G39	Non-fiction	of	BOD	the hands of that pitiful man	that pitiful man	man	CommonN	N	the hands	hands	animate	inanimate	animate	animate	-2.187086643	3	2	70	Y
fnG04.00699.092	Frown	G04	Non-fiction	s	BOD	Jackie's lap	Jackie	Jackie	ProperN	N	lap	lap	animate	inanimate	animate	animate	-2.187086643	1	1	85	Y
fnG04.00707.092	Frown	G04	Non-fiction	s	BOD	Jackie's dead legs	Jackie	Jackie	ProperN	N	dead legs	legs	animate	inanimate	animate	animate	-2.187086643	1	2	71	Y
fnG39.08023.082	Frown	G39	Non-fiction	s	BOD	the old man's shoulder	the old man	man	CommonN	N	shoulder	shoulder	animate	inanimate	animate	animate	-2.187086643	3	1	69	Y
fnG73.15018.032	Frown	G73	Non-fiction	s	BOD	one's skin	one	one	CommonN	N	skin	skin	animate	inanimate	animate	animate	-2.15490196	1	1	75	Y
fnG73.15021.012	Frown	G73	Non-fiction	s	BOD	one's skin	one	one	CommonN	N	skin	skin	animate	inanimate	animate	animate	-2.15490196	1	1	75	Y
fnA23.05218.012	Frown	A23	Press	of	BOD	the hands of Marilyn Quayle	Marilyn Quayle	Quayle	ProperN	N	the hands	hands	animate	inanimate	animate	animate	-3.301029996	2	2	80	Y
fnA34.07884.002	Frown	A34	Press	of	BOD	head of a Washington economic consulting firm	a Washington economic consulting firm	firm	CommonN	N	head	head	inanimate	inanimate	collective	collective	-3	5	1	80	Y
fnA13.02863.012	Frown	A13	Press	s	BOD	some teacher's head	some teacher	teacher	CommonN	N	head	head	animate	inanimate	animate	animate	-2.301029996	2	1	83	Y
fnA06.01385.002	Frown	A06	Press	s	BOD	their justices' minds	their justices	justices	CommonN	Y	minds	minds	inanimate	inanimate	collective	collective	-2.022276395	2	1	82	Y
fnN17.03679.072	Frown	N17	Adventure Fiction	of	BOD	the powerful arms and hands of a blacksmith	a blacksmith	blacksmith	CommonN	N	the powerful arms and hands	arms	animate	inanimate	animate	animate	-3.301029996	2	5	75	Y
fnN01.00027.002	Frown	N01	Adventure Fiction	s	BOD	P&eacute;rez's face	Perez	Perez	ProperN	Y	face	face	animate	inanimate	animate	animate	-3.301029996	1	1	85	Y
fnN20.04272.053	Frown	N20	Adventure Fiction	of	BOD	the hand of the owner of the pretty young voice	the owner of the pretty young voice	owner	CommonN	Y	the hand	hand	animate	inanimate	animate	animate	-3.301029996	7	2	72	Y
fnN04.00811.013	Frown	N04	Adventure Fiction	of	BOD	the pigeon breast of the red-eyed Irishman	the red-eyed Irishman	Irishman	CommonN	N	the pigeon breast	breast	animate	inanimate	animate	animate	-3	3	3	79.01234568	Y
fnN16.03512.032	Frown	N16	Adventure Fiction	s	BOD	the gargoyle's ear	the gargoyle	gargoyle	CommonN	N	ear	ear	inanimate	inanimate	inanimate	inanimate	-3	2	1	74	Y
fnN17.03758.022	Frown	N17	Adventure Fiction	s	BOD	the mother's eyes	the mother	mother	CommonN	N	eyes	eyes	animate	inanimate	animate	animate	-3	2	1	75	Y
fnN14.03072.022	Frown	N14	Adventure Fiction	s	BOD	Killeshan's maw	Killeshan	Killeshan	ProperN	N	maw	maw	animate	inanimate	animate	animate	-3	1	1	77	Y
fnN04.00752.002	Frown	N04	Adventure Fiction	s	BOD	those babes' blood	those babes	babes	CommonN	Y	blood	blood	animate	inanimate	animate	animate	-2.823908741	2	1	86.04651163	Y
fnN05.01027.062	Frown	N05	Adventure Fiction	of	BOD	the skull of a buffalo	a buffalo	buffalo	CommonN	N	the skull	skull	animate	inanimate	animate	animate	-2.823908741	2	2	71	Y
fnN04.00820.002	Frown	N04	Adventure Fiction	of	BOD	the arms of the men	the men	men	CommonN	N	the arms	arms	animate	inanimate	animate	animate	-2.698970004	2	2	72	Y
fnN24.05228.072	Frown	N24	Adventure Fiction	of	BOD	the newly arrived body of a woman he had never seen	a woman he had never seen	woman	CommonN	N	the newly arrived body	body	animate	inanimate	animate	animate	-2.698970004	6	4	72	Y
fnN21.04671.073	Frown	N21	Adventure Fiction	s	BOD	Tony Trujillo's eyebrows	Tony Trujillo	Trujillo	ProperN	N	eyebrows	eyebrows	animate	inanimate	animate	animate	-2.698970004	2	1	83.63636364	Y
fnN17.03642.013	Frown	N17	Adventure Fiction	s	BOD	The guard's thumb	The guard	guard	CommonN	N	thumb	thumb	animate	inanimate	animate	animate	-2.698970004	2	1	75	Y
fnN27.05721.002	Frown	N27	Adventure Fiction	s	BOD	the mugger's back	the mugger	mugger	CommonN	N	back	back	animate	inanimate	animate	animate	-2.602059991	2	1	85.33333333	Y
fnN02.00403.001	Frown	N02	Adventure Fiction	s	BOD	the puncher's belly	the puncher	puncher	CommonN	N	belly	belly	animate	inanimate	animate	animate	-2.602059991	2	1	68	Y
fnN02.00308.001	Frown	N02	Adventure Fiction	of	BOD	the body of the dead A.T. puncher	the dead A.T. puncher	puncher	ProperN	N	the body	body	animate	inanimate	animate	animate	-2.602059991	4	2	83.09859155	Y
fnN27.05749.002	Frown	N27	Adventure Fiction	s	BOD	the victim's ear	the victim	victim	CommonN	N	ear	ear	animate	inanimate	animate	animate	-2.602059991	2	1	88.05970149	Y
fnN24.05169.022	Frown	N24	Adventure Fiction	s	BOD	Matty's head	Matty	Matty	ProperN	N	head	head	animate	inanimate	animate	animate	-2.602059991	1	1	76	Y
fnN26.05612.042	Frown	N26	Adventure Fiction	s	BOD	the woman's body	the woman	woman	CommonN	N	body	body	animate	inanimate	animate	animate	-2.455931956	2	1	77	Y
fnN02.00376.082	Frown	N02	Adventure Fiction	s	BOD	Dave's teeth	Dave	Dave	ProperN	N	teeth	teeth	animate	inanimate	animate	animate	-2.455931956	1	1	66	Y
fnN09.01907.032	Frown	N09	Adventure Fiction	s	BOD	Peter's feet	Peter	Peter	ProperN	N	feet	feet	animate	inanimate	animate	animate	-2.397940009	1	1	73	Y
fnN16.03542.002	Frown	N16	Adventure Fiction	s	BOD	The general's gray marble eyes	The general	general	CommonN	N	gray marble eyes	eyes	animate	inanimate	animate	animate	-2.346787486	2	3	74	Y
fnN16.03525.033	Frown	N16	Adventure Fiction	s	BOD	the general's smile	the general	general	CommonN	N	smile	smile	animate	inanimate	animate	animate	-2.346787486	2	1	81	Y
fnN02.00410.142	Frown	N02	Adventure Fiction	s	BOD	Batty's feet	Batty	Batty	ProperN	N	feet	feet	animate	inanimate	animate	animate	-2.301029996	1	1	70	Y
fnN16.03520.012	Frown	N16	Adventure Fiction	s	BOD	Frank's polished boot heels	Frank	Frank	CommonN	N	polished boot heels	heels	animate	inanimate	animate	animate	-2.259637311	1	3	81.63265306	Y
fnN20.04358.002	Frown	N20	Adventure Fiction	of	BOD	the eyes of the man	the man	man	CommonN	N	the eyes	eyes	animate	inanimate	animate	animate	-2.22184875	2	2	78	Y
fnN20.04388.042	Frown	N20	Adventure Fiction	s	BOD	the lady's mind	the lady	lady	CommonN	N	mind	mind	animate	inanimate	animate	animate	-2.22184875	2	1	87.67123288	Y
fnN03.00600.092	Frown	N03	Adventure Fiction	s	BOD	Wiggins' body	Wiggins	Wiggins	ProperN	Y	body	body	animate	inanimate	animate	animate	-2.187086643	1	1	83.33333333	Y
fnN02.00354.092	Frown	N02	Adventure Fiction	s	BOD	the man's chest	the man	man	CommonN	N	chest	chest	animate	inanimate	animate	animate	-2.187086643	2	1	72	Y
fnN02.00412.001	Frown	N02	Adventure Fiction	s	BOD	Pete's face	Pete	Pete	ProperN	N	face	face	animate	inanimate	animate	animate	-2.124938737	1	1	71	Y
fnN24.05148.042	Frown	N24	Adventure Fiction	of	BOD	the hand of a man	a man	man	CommonN	N	the hand	hand	animate	inanimate	animate	animate	-2.124938737	2	2	73	Y
fnN17.03634.002	Frown	N17	Adventure Fiction	s	BOD	Print Olive's body	Print Olive	Olive	ProperN	N	body	body	animate	inanimate	animate	animate	-2.045757491	2	1	75	Y
fnN24.05096.002	Frown	N24	Adventure Fiction	of	BOD	the faces and corpora of Lizzie and Malachi and others	Lizzie and Malachi and others	Lizzie	ProperN	Y	the faces and corpora	faces	animate	inanimate	animate	animate	-2.045757491	5	4	57	Y
fnN04.00799.063	Frown	N04	Adventure Fiction	s	BOD	Sam's head	Sam	Sam	ProperN	N	head	head	animate	inanimate	animate	animate	-2.045757491	1	1	75.86206897	Y
fnN17.03700.092	Frown	N17	Adventure Fiction	s	BOD	Jim Olive's mouth	Jim Olive	Olive	ProperN	N	mouth	mouth	animate	inanimate	animate	animate	-2.045757491	2	1	78	Y
fnN03.00634.002	Frown	N03	Adventure Fiction	s	BOD	Buck's hand	Buck	Buck	ProperN	N	hand	hand	animate	inanimate	animate	animate	-1.958607315	1	1	71	Y
fnN20.04372.012	Frown	N20	Adventure Fiction	s	BOD	Jacques' eyes	Jacques	Jacques	ProperN	N	eyes	eyes	animate	inanimate	animate	animate	-1.903089987	1	1	82	Y
fnN20.04406.002	Frown	N20	Adventure Fiction	s	BOD	Jacques' lips	Jacques	Jacques	ProperN	N	lips	lips	animate	inanimate	animate	animate	-1.903089987	1	1	80	Y
fnN20.04397.063	Frown	N20	Adventure Fiction	s	BOD	Jacques' perfectly shaped shoulders	Jacques	Jacques	ProperN	N	perfectly shaped shoulders	shoulders	animate	inanimate	animate	animate	-1.903089987	1	3	77.77777778	Y
fnN05.01051.052	Frown	N05	Adventure Fiction	s	BOD	Sam's sun-browned cheeks	Sam	Sam	ProperN	N	sun-browned cheeks	cheeks	animate	inanimate	animate	animate	-1.853871964	1	2	78.20512821	Y
fnN03.00484.002	Frown	N03	Adventure Fiction	s	BOD	Lily's eyes	Lily	Lily	ProperN	N	eyes	eyes	animate	inanimate	animate	animate	-1.853871964	1	1	86	Y
fnN05.01152.012	Frown	N05	Adventure Fiction	s	BOD	Sam's face	Sam	Sam	ProperN	N	face	face	animate	inanimate	animate	animate	-1.853871964	1	1	82	Y
fnN20.04358.002	Frown	N20	Adventure Fiction	s	BOD	Cunningham's prodigious left hip	Cunningham	Cunningham	ProperN	N	prodigious left hip	hip	animate	inanimate	animate	animate	-1.853871964	1	3	78	Y
fnN27.05804.042	Frown	N27	Adventure Fiction	s	BOD	Max's grin	Max	Max	ProperN	Y	grin	grin	animate	inanimate	animate	animate	-1.744727495	1	1	78	Y
fnN27.05781.053	Frown	N27	Adventure Fiction	s	BOD	the Penguin's eyes	the Penguin	Penguin	ProperN	N	eyes	eyes	animate	inanimate	animate	animate	-1.677780705	2	1	76.92307692	Y
fnN27.05828.052	Frown	N27	Adventure Fiction	s	BOD	The Penguin's mouth	The Penguin	Penguin	ProperN	N	mouth	mouth	animate	inanimate	animate	animate	-1.677780705	2	1	81.81818182	Y
fnN17.03660.002	Frown	N17	Adventure Fiction	s	BOD	Print's arm	Print	Print	ProperN	N	arm	arm	animate	inanimate	animate	animate	-1.647817482	1	1	83.05084746	Y
fnN17.03674.002	Frown	N17	Adventure Fiction	s	BOD	Print's arm	Print	Print	ProperN	N	arm	arm	animate	inanimate	animate	animate	-1.647817482	1	1	80	Y
fnN17.03805.012	Frown	N17	Adventure Fiction	s	BOD	Print's black eyes	Print	Print	ProperN	N	black eyes	eyes	animate	inanimate	animate	animate	-1.647817482	1	2	80.43478261	Y
fnN17.03640.002	Frown	N17	Adventure Fiction	s	BOD	Print's still-sore shoulder	Print	Print	ProperN	N	still-sore shoulder	shoulder	animate	inanimate	animate	animate	-1.647817482	1	2	75	Y
bk10.0027.01	Brown	BK10	General Fiction	of	KIN	the son  of the famous patriot	the famous patriot	patriot	CommonN	N	the son	son	animate	animate	animate	animate	-3.301029996	3	2	77	Y
bk15.0074.06	Brown	BK15	General Fiction	s	KIN	poor Dr. Breckenridge's son	poor Dr. Breckenridge's	poor Dr. Breckenridge	ProperN	Y	son	son	animate	animate	animate	animate	-3.301029996	3	1	75	Y
bk03.0010.01	Brown	BK03	General Fiction	of	KIN	the widow  of a writer who had died in an airplane crash	a writer who had died in an airplane crash	writer	CommonN	Y	the widow	widow	animate	animate	animate	animate	-3.301029996	8	2	75	Y
bk18.0131.03	Brown	BK18	General Fiction	s	KIN	Francis Xavier's baby	Francis Xavier's	Francis Xavier	ProperN	N	baby	baby	animate	animate	animate	animate	-3	2	1	78	Y
bk18.0131.05	Brown	BK18	General Fiction	s	KIN	my own husband's baby	my own husband's	husband	CommonN	N	baby	baby	animate	animate	animate	animate	-2.823908741	3	1	78	Y
bk13.0049.02	Brown	BK13	General Fiction	s	KIN	Alix's grandfather	Alix's	Alix	ProperN	Y	grandfather	grandfather	animate	animate	animate	animate	-2.823908741	1	1	75	Y
bk10.0110.01	Brown	BK10	General Fiction	of	KIN	the eternal Son  of God	God	God	ProperN	N	the eternal Son	Son	animate	animate	animate	animate	-2.259637311	1	3	69	Y
bk14.0003.01	Brown	BK14	General Fiction	s	KIN	Mary's sister	Mary's	Mary	ProperN	N	sister	sister	animate	animate	animate	animate	-2.15490196	1	1	72	Y
bk15.0074.04	Brown	BK15	General Fiction	s	KIN	Kate's baby	Kate's	Kate	ProperN	N	baby	baby	animate	animate	animate	animate	-1.744727495	1	1	75	Y
bk01.0007.01	Brown	BK01	General Fiction	s	KIN	Scotty's father	Scotty's	Scotty	ProperN	N	father	father	animate	animate	animate	animate	-1.688246139	1	1	73	Y
bj55.0042.01	Brown	BJ55	Learned	s	KIN	Russell's widow	Russell's	Russell	ProperN	N	widow	widow	animate	animate	animate	animate	-2.301029996	1	1	82	Y
bg46.0026.02	Brown	BG46	Non-fiction	s	KIN	his mother's family	his mother's	mother	CommonN	N	family	family	animate	inanimate	animate	animate	-3.301029996	2	1	70	Y
bg03.0076.01	Brown	BG03	Non-fiction	s	KIN	a farmer's son from Beallsville , Ohio	a farmer's	farmer	CommonN	N	son from Beallsville , Ohio	son	animate	animate	animate	animate	-3.301029996	2	5	80	Y
bg17.0069.03	Brown	BG17	Non-fiction	of	KIN	the descendants  of New Englanders engaged in the slave trade	New Englanders engaged in the slave trade	New Englander	CommonN	N	the descendants	descendants	animate	animate	animate	animate	-2.698970004	7	2	74	Y
bg39.0012.01	Brown	BG39	Non-fiction	s	KIN	The lyricist's father	The lyricist's	lyricist	CommonN	N	father	father	animate	animate	animate	animate	-2.698970004	2	1	73	Y
bg50.0022.03	Brown	BG50	Non-fiction	s	KIN	the Czarina's cousins	the Czarina's	Czarina	CommonN	N	cousins	cousins	animate	animate	animate	animate	-2.602059991	2	1	78	Y
bg18.0100.01	Brown	BG18	Non-fiction	s	KIN	a king's daughter who became a nun in the convent of St. Birgitta	a king's	king	CommonN	N	daughter who became a nun in the convent of St. Birgitta	daughter	animate	animate	animate	animate	-2.455931956	2	8	75	Y
bg50.0040.02	Brown	BG50	Non-fiction	s	KIN	The Prince's various nieces	The Prince's	prince	CommonN	Y	various nieces	niece	animate	animate	animate	animate	-2.22184875	2	2	75	Y
bg41.0020.01	Brown	BG41	Non-fiction	s	KIN	Mrs. Coolidge's first granddaughter	Mrs. Coolidge's	Mrs. Coolidge	ProperN	Y	first granddaughter	granddaughter	animate	animate	animate	animate	-1.823908741	2	2	72	Y
bg39.0013.02	Brown	BG39	Non-fiction	of	KIN	the mother  of John H. Mercer	John H. Mercer	John H. Mercer	ProperN	N	the mother	mother	animate	animate	animate	animate	-1.628932138	3	2	73	Y
ba20.0078.01	Brown	BA20	Press	of	KIN	The son  of a wealthy Evanston executive	a wealthy Evanston executive	executive	CommonN	N	The son	son	animate	animate	animate	animate	-3.301029996	4	2	83	Y
ba19.0023.01	Brown	BA19	Press	s	KIN	the children's mother	the children's	children	CommonN	N	mother	mother	animate	animate	animate	animate	-2.823908741	2	1	71	Y
ba19.0059.01	Brown	BA19	Press	s	KIN	the Dresbach's other son	the Dresbach's	Dresbach	ProperN	N	other son	son	animate	animate	animate	animate	-2.602059991	2	2	75	Y
ba19.0065.01	Brown	BA19	Press	s	KIN	the Dresbachs' son	the Dresbachs'	Dresbachs	ProperN	Y	son	son	animate	animate	animate	animate	-2.602059991	2	1	72	Y
ba09.0074.01	Brown	BA09	Press	s	KIN	Gladden's wife	Gladden's	Gladden	ProperN	N	wife	wife	animate	animate	animate	animate	-2.602059991	1	1	71	Y
ba11.0053.01	Brown	BA11	Press	s	KIN	Robinson's pretty wife	Robinson's	Robinson	ProperN	N	pretty wife	wife	animate	animate	animate	animate	-2.346787486	1	2	84	Y
bn10.0007.02	Brown	BN10	Adventure Fiction	s	KIN	the boss's wife and son	the boss's	boss	CommonN	Y	wife and son	wife and son	animate	animate	animate	animate	-3.301029996	2	3	79	Y
bn02.0016.02	Brown	BN02	Adventure Fiction	s	KIN	your brother's son	your brother's	brother	CommonN	N	son	son	animate	animate	animate	animate	-3	2	1	78.04878049	Y
bn11.0099.01	Brown	BN11	Adventure Fiction	s	KIN	Fred Powell's brother-in-law	Fred Powell's	Fred Powell	ProperN	N	brother-in-law	brother-in-law	animate	animate	animate	animate	-2.823908741	2	1	82	Y
bn09.0167.03	Brown	BN09	Adventure Fiction	s	KIN	the deputy's deceased father	the deputy's	deputy	CommonN	N	deceased father	father	animate	animate	animate	animate	-2.698970004	2	2	77.14285714	Y
bn10.0100.01	Brown	BN10	Adventure Fiction	s	KIN	Luis's son	Luis's	Luis	ProperN	Y	son	son	animate	animate	animate	animate	-2.455931956	1	1	78	Y
bn13.0012.01	Brown	BN13	Adventure Fiction	s	KIN	Sally's pa	Sally's	Sally	ProperN	N	pa	pa	animate	animate	animate	animate	-2.22184875	1	1	78	Y
bn18.0103.02	Brown	BN18	Adventure Fiction	s	KIN	my Uncle's car	my Uncle's	Uncle	CommonN	N	car	car	animate	inanimate	animate	animate	-2.187086643	2	1	75	Y
bn02.0129.01	Brown	BN02	Adventure Fiction	s	KIN	Gavin's son	Gavin's	Gavin	ProperN	N	son	son	animate	animate	animate	animate	-2	1	1	71	Y
fnK10.01933.062	Frown	K10	General Fiction	s	KIN	a soldier's daughter	a soldier	soldier	CommonN	N	daughter	daughter	animate	animate	animate	animate	-3.301029996	2	1	74	Y
fnK21.04266.043	Frown	K21	General Fiction	s	KIN	This speaker's face	This speaker	speaker	CommonN	N	face	face	animate	inanimate	animate	animate	-3.301029996	2	1	80	Y
fnK12.02462.012	Frown	K12	General Fiction	of	KIN	the father of two boys	two boys	boys	CommonN	Y	the father	father	animate	animate	animate	animate	-3.301029996	2	2	72	Y
fnK10.01883.042	Frown	K10	General Fiction	s	KIN	his dead mother's brother	his dead mother	mother	CommonN	N	brother	brother	animate	animate	animate	animate	-2.823908741	3	1	76	Y
fnK21.04242.002	Frown	K21	General Fiction	s	KIN	the blacksmith's son	the blacksmith	blacksmith	CommonN	N	son	son	animate	animate	animate	animate	-2.823908741	2	1	85.96491228	Y
fnK21.04261.002	Frown	K21	General Fiction	s	KIN	the blacksmith's son	the blacksmith	blacksmith	CommonN	N	son	son	animate	animate	animate	animate	-2.823908741	2	1	81.15942029	Y
fnK10.02031.073	Frown	K10	General Fiction	s	KIN	his mother's first son	his mother	mother	CommonN	N	first son	son	animate	animate	animate	animate	-2.823908741	2	2	77	Y
